"","species","temp","injury_level","recov","replicate","TRT","Lactic_acid","Alanine","Valine","Leucine","Phosphoric_acid","Glycerol","Isoleucine","Proline","Glycine","Succinic_acid","Fumaric_acid","Pipecolic_acid","Serine","Threonine","Malic_acid","Methionine","Aspartate","GABA","Glutamate","Phenylalanine","Asparagine","Putrescine","Ornithine","Citric_acid","Fructose","Glucose","Lysine","Tyrosine","Mannitol","Inositol","Sucrose","Trehalose"
"1","MD",20,"C","D",1,"C_D",2.125066751,6.5019678535,2.677995617,1.449102859,24.39393509,0.744006426,1.405888707,6.310856634,3.362427148,2.036222498,0.927202571,0.398812724,3.322367129,2.36681977,4.328117676,1.485030173,1.467954041,1.26721769285714,5.26536709028571,1.583845189,12.70542619,0.899651906,1.004923538,2.634367046,4.939415493,64.5065998,17.90532144,10.31715402,4.54836134942857,1.197647765,0.500919731,13.21968383
"2","MD",20,"C","D",2,"C_D",1.415980675,9.596496451,1.600764388,0.944989474,10.45930131,0.531367262,0.839435964,5.90574789,1.204788432,1.65646062,0.347042821,0.241079115,1.039725628,0.993303919,1.316342555,0.535358032,0.352624093,1.410288603,5.289237389,0.834613193,4.649103674,0.83271373,0.818238735,1.005992479,4.406638479,52.81999457,7.573483152,3.609782149,5.269548311,0.605533844,1.573858739,13.00566925
"3","MD",20,"C","D",3,"C_D",1.288923606,7.337974287,1.846687201,1.116434874,9.495206666,0.433898773,1.465151652,6.703521091,0.864304465,1.163863495,1.323318919,0.458608119,1.404290029,0.882025951,1.9423808,1.009565131,0.911871323,1.460208849,5.430821598,1.492318853,6.990940218,0.681569592,1.558680144,1.625901498,8.016106352,52.2996152,5.908909543,4.039670288,5.267282018,0.805157576,2.558614422,24.61519724
"4","MD",20,"C","D",4,"C_D",2.233898145,7.021998767,1.672233845,0.920510747,10.0478178,0.495119524,1.218806609,5.496963984,0.773141867,0.984373328,1.170583809,0.392320131,1.303122428,0.959090041,2.045493242,0.949410284,0.809684227,1.213895475,4.831759208,1.289336792,5.982960219,0.790921032,1.507668721,1.444402349,6.556493652,44.50560436,6.76092231,3.849612827,6.406133182,0.705386716,1.851134607,24.44912392
"5","MD",20,"C","D",5,"C_D",1.51015650742857,6.5019678535,0.436388289,0.236492946,6.369545669,0.55109799625,0.556335724,1.59259662,0.557334139,0.195954224,0.090182525,0.228481516,0.672223061,0.340990045,0.779268086,0.34527768,0.51400546,1.416094686,3.268679965,0.470349394,2.922851844,0.645336538,2.438794338,0.796271243,3.555920388,49.48625124,8.215487466,6.005012231,3.807144273,2.555052414,1.75334686,21.4931890628571
"6","MD",20,"C","D",6,"C_D",1.622554188,5.079958159,1.309376963,0.539263154,11.6140365,0.55109799625,1.04640574,6.107928627,0.771722874,0.439540269,0.37406249,0.140016904,1.339908751,0.637034111,1.350739934,0.3662561,0.947561026,1.129304998,7.799157647,0.684387563,5.606993088,0.538549082,0.750538978,1.0919641,4.92890776,34.32805597,5.950857154,14.53434685,5.954410013,0.119402782,2.920681941,37.90498113
"7","MD",20,"C","D",7,"C_D",0.543907048,5.534035943,1.060221486,0.485693029,9.895112832,0.55109799625,0.811012679,4.715744927,0.679140069,0.522775516,0.256940382,0.271147904,1.100127479,0.535649275,1.307780668,0.324830671,0.174624489,1.248011001,5.754428667,0.470228057,3.975351306,0.543925043,0.512072359,0.935200317,2.380397962,66.87295857,8.293937082,5.5399198,2.868049351,0.368608035,0.891218766,18.85260652
"8","MD",20,"C","D",8,"C_D",1.340765139,4.441343514,0.983687587,0.505951713,7.533753974,0.55109799625,0.68362239,3.377961123,0.654334138,0.355004824,0.136827814,0.299082682,1.028217307,0.48910326,0.904554632,0.255845495,0.137058645,0.992720238,4.483485158,0.429090472,3.02143897,0.376085915,0.62708085,0.851864264,1.964713432,40.23478955,6.163255357,4.417508645,2.265962298,0.343488018,0.572032807,18.40506155
"9","MD",-5,"L","D",1,"L_D",0.194529818,20.92764983,1.531863692,0.960055096,12.32910314,0.289062873,0.943780017,10.59605972,1.591557868,0.656393877,0.448946207,0.258789258,2.588213603,0.7159316,1.483766833,0.896833857,1.511167413,2.332167018,10.49895486,0.819805986,5.791676715,1.101349471,1.424326859,2.262453617,1.279690695,14.81682347,4.91033806,4.114432612,9.68228644,0.541682799,0.481452806,35.97725267
"10","MD",-5,"L","D",2,"L_D",0.546132632,17.52803679,1.17387658,0.95616058,10.92275775,0.139284731,0.838467452,6.694924445,1.303520289,0.467313443,0.464894083,0.2801311,2.054137564,0.913967641,1.418222052,0.820094293,1.236090756,2.43084392,8.540485864,0.776704299,4.004557963,0.720882941,1.335871294,2.089333318,0.822992606,14.82124464,2.955740976,3.566514698,6.109803807,0.671625162,0.464608093,34.74522931
"11","MD",-5,"L","D",3,"L_D",0.909186677,20.02286219,1.892396174,1.587979846,9.906018972,0.433113497,1.358593217,8.626428139,1.742523566,0.911338072,1.060831983,0.390218178,2.366367653,1.223484715,1.555196573,0.739972122,1.521557391,1.979223062,9.030564953,1.325331321,5.831729118,0.804817841,1.657936872,2.011709444,0.94232718,19.87982588,5.517850125,3.960551937,4.449488246,0.649259109,0.581038443,38.87938168
"12","MD",-5,"L","D",4,"L_D",1.319264026,21.11898335,1.362116891,1.216022334,8.627848396,0.317966817,1.081727083,7.655363146,1.399383638,0.892083262,1.272052793,0.486041923,2.257375092,1.213735679,1.586500789,0.916723751,1.799042277,2.025964791,8.158729366,1.358108445,6.776908218,0.902231142,1.832625821,1.762289033,0.839561839,15.19543994,3.680505751,3.457646967,6.428419506,0.772632727,0.691764893,37.98460896
"13","MD",-5,"L","D",5,"L_D",0.211729306,20.15154318,1.360486461,0.946990613,10.83984497,0.2881726976,1.103492492,8.787094741,2.047846165,0.441116003,0.275097264,0.163879233,2.392819182,0.941488586,0.913291981,0.348943247,1.760269874,2.621014705,13.42619086,0.713784384,3.625689147,0.715931329,1.029815989,2.046636026,0.528517424,21.73507844,5.303998099,15.05383174,5.539341896,0.125030196,0.219329229,44.36790011
"14","MD",-5,"L","D",6,"L_D",0.449598848,17.24704705,1.250790666,0.80209431,5.651682983,0.26143557,0.876705518,6.262439188,0.918634084,0.549049973,0.42719314,0.341557899,1.406127885,0.897469021,1.134450269,0.616764264,0.761650861,1.352268606,5.401980171,0.763344402,2.49372168,0.45707753,1.0113718,1.221510816,1.003465378,15.39189332,2.634200441,3.162243972,3.842624352,0.592358424,0.66428288,29.55609523
"15","MD",-5,"L","D",7,"L_D",0.477339279,18.21834453,1.21805902,0.83789386,10.86981922,0.2881726976,0.955529706,8.530398268,1.329989999,0.371609836,0.162539345,0.470645732,2.355120225,0.988388722,0.955035894,0.48113161,1.231638735,2.769237119,12.71247709,0.521473849,3.749365592,0.377090775,1.291740573,1.514150171,0.575831903,23.97868242,3.672960993,6.162508065,7.561008664,0.332974095,0.076538858,35.74294989
"16","MD",-5,"L","D",8,"L_D",0.281444472,17.67601939,1.361685202,0.92487402,10.73155577,0.2881726976,0.980764732,7.532281126,1.277000706,0.324115891,0.165823696,0.511467037,2.414781386,0.993372851,1.030355435,0.411672586,0.971529552,2.388091949,11.0223982,0.539534329,3.883710026,0.323173153,1.060650067,1.307170311,0.501188177,25.74721516,3.134292672,6.66456148,5.230267304,0.388938929,0.092945278,37.6784005
"17","MD",-5,"L","R",1,"L_R",0.35457823,8.361533461,3.498628435,1.347772663,12.78688303,0.293210685,1.902398194,10.85482549,1.687384043,0.992151392,0.445205626,0.27844316,2.302329018,1.4592599,1.769279417,0.732994044,0.467138344,1.951552426,6.735359791,1.194729684,15.72227339,0.633330935,3.891402554,1.078459116,3.352396428,55.23728547,5.87073926,4.7363144,4.211576832,0.671907845,1.69038124,36.88180328
"18","MD",-5,"L","R",2,"L_R",0.534531375,6.009614859,2.412389713,0.810131564,12.46333067,0.313350222,1.180567834,9.527355195,1.407468912,0.615399627,0.328428038,0.217240892,1.577290275,0.903990846,1.287225281,0.790524349,0.270262916,1.883858537,4.924625103,0.745353214,12.80874394,0.445629219,3.009386686,0.745552865,1.296454008,35.37952583,6.124135986,3.526205166,3.915703427,0.574445112,0.728735894,31.04917089
"19","MD",-5,"L","R",3,"L_R",0.324207489,6.31216851,2.240635891,0.753683133,9.383749181,0.354978459,1.22020632,6.315776885,1.38531043,0.962059541,0.981581305,0.320044404,1.582839386,0.892830351,1.830136913,0.856300949,0.620487584,1.670739875,4.605888018,1.097415806,8.085831864,0.417837555,3.069166239,1.023112277,2.650799647,52.70851907,3.63922532,2.387773576,5.181360449,0.626113828,1.146281463,32.0880977
"20","MD",-5,"L","R",4,"L_R",0.209363909,7.286949233,2.698979731,1.250367571,9.79312876,0.546785607,1.505854003,9.995353007,1.719864776,1.120397258,0.974618092,0.366891974,1.885235087,1.301833093,1.372361807,0.91540966,0.634737406,1.553386523,4.494452005,1.243191724,10.45035457,0.00840865,3.642561506,1.061768901,3.044474387,58.09616631,6.674136307,3.310048243,4.559652836,0.733136204,1.429764056,36.25141047
"21","MD",-5,"L","R",5,"L_R",0.79444388,6.569358852,1.568200473,0.645458974,15.73757248,0.3387907882,1.155784032,8.428445679,0.790239459,0.769672854,0.231061857,0.203151496,1.583284227,0.660900347,1.819399697,0.437492405,0.481269132,1.499807442,5.311934351,0.448996028,5.804795719,0.000766456,1.667040745,0.671477466,0.447622272,46.02394204,2.415377509,2.53001176,1.560873087,0.100826121,0.281320232,13.81458068
"22","MD",-5,"L","R",6,"L_R",0.25530273,3.700704544,3.143229166,0.558973513,6.174340057,0.185628968,1.504004617,7.30497315,0.686668587,0.328548007,0.282271693,0.208605602,1.189423425,1.06734951,0.869560007,0.537127781,1.035349496,1.121341521,3.963768499,0.781689569,10.62440575,0.49913953,2.160312309,0.704259248,2.361414239,46.018684215,3.099744553,2.672566543,3.550102155,0.465318511,0.986691664,28.55134202
"23","MD",-5,"L","R",7,"L_R",1.368847081,6.767628583,4.439400523,1.035772524,12.5931221,0.3387907882,1.909988126,12.72610848,1.48190619,0.507424642,0.304386078,0.386605098,2.69047708,1.845242761,1.121059504,0.362217437,1.166244541,2.134433185,9.977840484,1.1071948,13.85148698,0.398878202,2.616442865,1.348995678,3.615814334,28.66666657,4.74588781,12.09512494,7.072442577,0.537737265,2.472237596,63.79177516
"24","MD",-5,"L","R",8,"L_R",0.203295772,5.907197901,1.463634864,0.525379248,8.999261584,0.3387907882,0.74136418,6.158477335,1.3727921,0.456945389,0.161931861,0.362165082,1.422485181,0.489882422,0.906045969,0.277028463,0.178281877,1.774830302,5.073518594,0.389059896,6.843354851,0.298554722,1.757229869,0.418352632,1.021209193,46.018684215,3.086444619,2.744219468,3.259651216,0.560383312,0.315690935,29.06163577
"25","MD",-5,"H","D",1,"H_D",0.253423482,32.45236632,2.01217524,1.446171859,14.0909091,1.604635507,1.05666703,6.036111402,3.492976808,1.180435672,0.501164872,0.23815104,2.619187697,1.484586047,2.150178918,0.706006127,0.501928248,3.608047063,12.20980822,1.256233869,5.473526398,0.891379877,1.7404541,2.800941482,0.495629501,56.86419172,8.970273917,9.908313754,1.793719272,0.535293786,0.376341712,10.42130946
"26","MD",-5,"H","D",2,"H_D",0.641960477,28.35922385,1.591389297,1.260230244,14.34337111,2.205399157,0.99311484,6.341050238,2.835328493,0.627390666,0.573920379,0.36132649,2.370618777,1.225505718,1.849468568,1.109888138,0.569073478,2.797529784,10.26405847,1.127989183,4.414341547,0.687200603,1.498253447,1.843233103,0.532853036,43.85971969,4.886076053,5.587118305,1.692018839,0.841045428,0.59205328,10.17227885
"27","MD",-5,"H","D",3,"H_D",0.561030238,28.22209476,1.525811897,1.326723005,10.65428351,2.096311955,1.017372672,5.819018025,3.065081862,1.240148943,1.382910978,0.525450579,2.423909532,1.195541086,1.995364622,1.039641939,0.975031231,2.659136459,9.714301474,1.441130815,6.979732075,1.100053859,2.12595978,2.480877998,0.677007649,47.83828669,8.797931747,3.56169121,2.972835186,0.835212496,0.73623469,7.718943234
"28","MD",-5,"H","D",4,"H_D",1.804470434,32.95954387,1.507784629,1.377411462,11.916737,1.793008862,1.216656372,5.488809918,2.687074986,1.108098025,1.434750851,0.504971999,2.291009423,1.27445683,2.209289802,1.347233243,1.050780079,2.668311569,9.309972792,1.5362942,6.831427279,0.713324908,1.932964661,2.111648615,0.636851189,50.43764178,5.209981466,3.929966803,2.710953528,0.896255981,0.753687928,12.49608774
"29","MD",-5,"H","D",5,"H_D",0.310820881,36.19077584,1.356695888,1.224542265,15.93264586,1.56815425983333,1.169171123,7.552096219,2.360195047,0.701545576,0.373830415,0.329693506,3.159359918,1.437061569,1.772946941,0.857604864,0.562119996,3.016844966,16.04785651,0.925197638,4.044928188,0.449149759,1.391847897,2.186217757,0.308644742,50.39003427,6.327717963,16.79507757,3.90508389,0.136407189,0.43312324,7.667697152
"30","MD",-5,"H","D",6,"H_D",0.555048646285714,27.2814104,1.166021405,0.937732869,6.698741202,1.250571723,0.689014535,5.161381364,2.059527252,0.542545197,0.483148397,0.355153684,1.653191888,1.052709931,1.332585192,0.897525582,0.460520992,1.961062411,7.057731712,0.84879266,2.70353242,0.683119296,1.146758562,1.252437248,0.404912599,37.76857388,4.034947863,4.209684045,1.462850427,0.652561689,0.575832299,5.343910895
"31","MD",-5,"H","D",7,"H_D",0.164930815,21.47892264,1.372660999,0.982884023,10.39007996,0.458998355,0.928159837,5.890439042,2.052910874,0.37129003,0.149569643,0.525075618,2.08020899,0.890806164,1.067611867,0.775547768,0.175648563,2.120754258,10.44466268,0.612429286,2.472876235,0.127573413,1.161663435,1.124056598,0.623018558,57.50991661,4.389398815,8.413699031,3.854496967,0.416742135,0.162950462,14.20005938
"32","MD",-5,"H","D",8,"H_D",0.148704197,25.68834095,1.114424229,1.002109125,11.33606461,1.56815425983333,0.707877265,5.334709722,3.214008634,0.408686473,0.204082377,0.530070226,2.368495309,1.176313637,1.154783896,0.537757483,0.165637254,3.34861641,11.0958005,0.62235615,2.771881861,0.762172134,1.531226313,1.09961613,0.347318825,73.166049,8.068404333,8.163948255,1.444169066,0.460031078,0.074260771,6.186153981
"33","MD",-5,"H","R",1,"H_R",0.713589338,4.687376183,0.660367983,0.708602192,21.26669019,0.411657211,0.537364043,10.98822064,0.960282691,1.575051798,0.571597308,0.287447232,1.597022906,0.570268727,1.928521622,0.7032654,0.448015905,1.885715586,6.905212905,0.790849164,17.72654396,1.845724809,1.079721185,1.731902344,0.263028384,65.64743621,4.904261893,3.989753543,0.151514873,0.819089802,1.18042567528571,17.05228097
"34","MD",-5,"H","R",2,"H_R",0.460756335,4.747902732,1.922480625,0.757555247,11.78557199,0.105023686,1.183176459,9.170812322,1.194982263,0.537255029,0.386653518,0.308550812,1.64025489,0.652703246,1.17561725,0.75429597,0.600636395,1.754216092,5.179548586,0.953374684,11.03765893,0.593686045,1.229814175,1.01311295,1.794625173,26.66404923,4.732488805,2.736130588,4.836471988,0.605502094,1.357348807,35.91307345
"35","MD",-5,"H","R",3,"H_R",0.950753873,3.907508824,1.531600477,0.744005325,15.06081325,0.408669095,1.082717772,11.06460957,1.200339231,1.017839461,1.075406477,0.421310676,1.767697406,0.702637719,2.248485515,0.864698396,1.231958948,2.242082056,4.67059839,1.258171783,11.07935828,0.468730103,1.385880083,2.578583657,1.536935148,20.96223635,5.916743677,2.642175408,5.629427869,0.794261549,0.905243589,49.26652927
"36","MD",-5,"H","R",4,"H_R",0.519847668,4.233281925,2.633674309,0.827977454,9.666547258,0.275657813,1.485526314,9.881975134,1.174488791,0.669731096,1.007988913,0.427477856,1.612739253,0.953090814,1.384853515,1.001222967,1.105834289,1.479513943,4.166099698,1.348734488,9.748278571,0.561604351,1.785670894,1.176314241,2.295294028,20.98347912,5.251728911,2.872334848,7.124682269,0.698827692,0.912013975,51.60658597
"37","MD",-5,"H","R",5,"H_R",0.56521641,3.538322021,1.509364777,0.651173704,6.979319292,0.157017054,0.979059169,8.389803458,0.909646768,0.414625275,0.421652717,0.380167705,1.355075074,0.66862902,1.072868508,0.741571717,0.759169215,1.498267312,3.105873502,0.826963397,9.824119195,0.427853169,1.088933807,0.953491041,1.475188941,12.04030653,3.327040643,2.21098507,4.168551059,0.660078084,1.047142017,44.72176513
"38","MD",-5,"H","R",6,"H_R",0.296141594,1.143457484,1.279956804,0.333943535,16.15324143,0.2716049718,1.071870574,4.559698558,1.106167505,0.270243731,0.229571185,0.218644853,1.224801612,0.560978401,1.026874719,0.603932536,1.143395746,2.260111759,6.083807311,1.116950217,14.5140061,0.86903006,1.517309319,0.951579149,3.286136446,23.03668289,9.545352054,9.388841531,11.15950005,1.160424929,2.22826027,65.9005089
"39","MD",-5,"H","R",7,"H_R",0.172981575,3.50330766,1.193051875,0.59231537,17.05263332,0.2716049718,0.783728446,7.407039025,0.843023977,0.435584774,0.104847314,0.391497212,1.508484723,0.625742621,0.815985804,0.454620762,0.539497942,3.047594728,6.366655576,0.609928028,7.93891906,0.343715368,0.864274675,1.59359437,0.862266399,27.76626351,6.368412997,4.868615295,1.334387918,0.687909406,0.942793992,31.69271877
"40","MD",-5,"H","R",8,"H_R",0.421494558,4.407185356,2.101264582,0.520471353,16.35676525,0.2716049718,1.195639895,10.62092254,1.347173666,0.405135509,0.278326096,0.173171788,2.333015261,0.748081932,0.853209083,0.603575536,1.285382698,1.682608047,7.404891304,0.711089526,12.82367557,0.622004709,1.358498414,1.45052811,1.388080712,21.71888114,5.774724733,8.272428367,7.079793263,0.165456427,0.870177077,89.50741731
"41","MD",-5,"F","D",1,"F_D",0.225747305,12.64047848,1.500951937,1.042538253,13.04532809,0.298437832,0.799000214,6.610348364,0.87386048,1.465447747,0.641042535,0.349398525,1.324754633,1.173815773,2.286740567,0.96813937,0.461881924,2.025287375,6.820295076,1.009724412,6.065746911,0.524339864,1.020973622,1.570601337,2.267386604,67.68532106,4.647330407,4.851035165,4.555806591,0.903520448,0.763564274,24.43548196
"42","MD",-5,"F","D",2,"F_D",0.454672232,9.802272279,1.132422356,0.863256756,10.04215724,0.278895072,0.655060164,4.577490233,0.782181728,0.751393349,0.470156388,0.282762387,1.220435619,0.732404739,1.34010359,0.805480381,0.344210505,1.804427539,5.978339056,0.807355313,5.487546783,0.616208954,0.840302142,1.154775319,1.717119686,47.48416687,3.868222735,3.182661874,4.284801929,0.789635228,0.712382251,26.14618199
"43","MD",-5,"F","D",3,"F_D",1.110213453,9.196685031,1.776734001,1.21903709,9.204490207,0.637967634,1.065159109,4.169394051,0.997296392,1.473204314,1.700294926,0.592421529,1.59487104,1.353687815,2.420093185,1.213893315,1.053881265,1.996309319,5.134127745,1.588087616,8.167950433,0.484405073,1.719789758,1.669140764,2.670462954,55.20313014,4.501190207,3.329288938,5.914136406,1.339604326,1.230967753,33.30361245
"44","MD",-5,"F","D",4,"F_D",0.803863206,10.38152975,1.370397159,0.941715336,8.756334684,0.710417022,0.907318539,5.008785477,1.066995206,1.656454127,1.427170648,0.480522002,1.433843565,1.046009782,2.24936092,0.907579573,0.848815003,2.161510689,5.281576369,1.311926875,7.040791712,0.553522933,1.368434721,1.552955391,1.617237888,64.13195283,4.063087952,3.051753583,4.119657984,0.994675676,0.894312051,29.49377399
"45","MD",-5,"F","D",5,"F_D",1.331884344,9.290016386,1.031371293,0.707674686,7.606350858,0.370223261,0.647793532,4.24324204,0.759404562,0.784294613,0.57109709,0.375107414,1.007881188,0.729240223,1.686917831,0.810835408,0.451227467,1.380213721,4.100482376,0.748918273,2.786645752,0.578182721,0.898484354,1.105688864,1.730543633,44.23922894,3.713141897,2.353492351,3.44676012,0.737370132,0.6821291,22.06162054
"46","MD",-5,"F","D",6,"F_D",0.293899999,9.412803825,1.457762466,1.00886723,11.41176701,0.4591881642,1.07825162,5.564152055,1.477079569,0.893097745,0.475869788,0.721503104,1.467458677,1.593893074,1.904409581,0.596823906,0.318116428,2.771563797,6.76984465,0.576722192,4.068795721,1.86268653,1.370142348,1.100049792,2.034250312,72.92700726,5.259757616,4.556094337,5.04417011,1.377903327,0.364456079,19.45659969
"47","MD",-5,"F","D",7,"F_D",1.054737953,8.076980782,0.96473979,0.587172007,10.45326173,0.4591881642,0.675100572,4.91087213,0.867743938,0.69023197,0.27264026,0.505273071,1.239876258,0.640648285,1.565199766,0.408512938,0.157287497,2.19733179,6.194014529,0.316765484,3.080048491,0.273044525,0.63537132,1.346676097,1.777874783,76.31267181,4.925450465,4.050705761,5.335826487,0.596802892,0.292187944,22.57925171
"48","MD",-5,"F","D",8,"F_D",0.265811264,2.038895097,0.605896146,0.288670446,14.54570721,0.4591881642,0.538167523,2.42167123,1.071284537,1.375618342,0.586581568,0.472426861714286,0.760264958,0.538964422,1.99489032,0.358767916,0.413682796,2.640417772,6.356992053,0.575738213,4.323262792,0.561600852,0.601573744,1.219300232,1.342677137,61.1404969871429,3.852519062,8.31442002,4.487602113,0.370545001,0.443919032,24.96002765
"49","MD",-5,"F","R",1,"F_R",0.740763715,7.115271739,3.275594717,1.193915059,11.511244,0.244974814,1.762244076,5.743539899,1.027303612,1.291955712,0.468471017,0.24338475,1.315608246,2.164629643,2.02503495,0.609717014,0.317035181,1.303640278,5.259944841,1.272655316,6.920409413,0.522329536,0.947937968,1.101416337,1.572685935,46.39466141,5.394002708,5.573719349,3.880564505,0.628529558,0.779615096,24.68374598
"50","MD",-5,"F","R",2,"F_R",0.260978349,7.282528979,2.557340221,0.961039524,10.31318476,0.206984779,1.341600084,5.349926753,0.802771094,1.088768792,0.556653081,0.239521599,1.097433395,1.651117816,2.291757347,0.743110178,0.333355312,1.517564097,4.889923337,1.039250268,6.019682896,0.395916151,0.524720071,0.919456226,1.191545404,36.93222457,3.180737606,3.498528425,2.853421458,0.624096857,0.521365118,22.29663427
"51","MD",-5,"F","R",3,"F_R",0.99955244,7.755863784,3.405252929,1.416762653,8.151723537,0.549490397,2.12730629,4.813718777,1.263564118,1.544397247,1.534074647,0.543513423,1.519650784,2.370476941,2.189100736,1.165376441,0.945477172,1.685717333,4.614527791,1.851654166,7.97121501,0.406230182,1.54155893,1.417149389,1.58643446,77.64603815,4.000781525,4.821823203,2.97362386,0.917346279,1.326594593,27.1969215
"52","MD",-5,"F","R",4,"F_R",1.040293276,7.863081586,2.741535971,1.175491724,9.861398199,0.558879567,1.674076659,5.202717717,1.084820591,1.255389444,1.024935554,0.345391679,1.176149786,2.06151191,1.642264518,0.943248937,0.620086644,1.260159878,4.357574806,1.380564894,5.584820588,0.514761053,0.918468818,1.138927504,2.250660358,74.39746728,4.580889659,3.830874432,2.669566081,0.691131714,0.972832861,24.79950348
"53","MD",-5,"F","R",5,"F_R",1.51130358,7.944990887,2.183230127,1.006533585,7.939888709,0.358040418,1.212624982,5.167260695,0.890321343,0.991933415,0.480239306,0.341815085,1.054775427,2.095225758,1.313651589,0.77636188,0.352922304,0.942092397,3.757723629,0.956098702,3.037130915,0.344448357,0.723749949,0.919788777,1.836305966,63.40155708,2.211832304,4.45130581,2.313975759,0.646813253,1.007505538,22.30757745
"54","MD",-5,"F","R",6,"F_R",0.415134925,5.862510073,2.083467296,0.951613392,12.39549389,0.383673995,1.250001147,4.399831318,1.304015867,0.745165377,0.258035322,0.362389694,1.212040611,1.834572927,1.059081339,0.471946965,0.145341815,1.400150012,5.824516184,0.96047059,2.92038033,0.581464366,0.725550607,0.709187605,1.605932303,91.14339269,5.35442063,8.316266092,1.532050262,0.485129012,0.594514133,23.89841565
"55","MD",-5,"F","R",7,"F_R",0.296797091,5.263368604,1.846373353,0.680199715,10.14946632,0.383673995,1.125610074,3.093540813,0.881737531,0.575135966,0.277439806,0.329284655,1.023684511,1.061272301,1.264204332,0.312893889,0.128213544,1.428202023,4.68230632,0.601070798,2.6661802,0.252170756,0.628286466,0.640233111,1.636864614,86.79161089,3.703205436,4.683021192,1.532122804,0.363366919,0.375792782,23.04173855
"56","MD",-5,"F","R",8,"F_R",0.164216046,5.377530063,1.7747293,0.76168564,9.676765014,0.383673995,1.22767153,3.512350445,1.271736383,0.715089973,0.276847162,0.16792121,1.168079264,1.313277187,1.128180659,0.417723136,0.204276465,1.729153005,5.073326172,0.806919784,3.788615662,0.234576718,0.550691457,0.715040333,1.923858904,92.50891795,5.274153408,12.40244188,2.566188567,0.262356956,0.635898724,21.60934616
"57","SA",20,"C","D",1,"C_D",0.328689225,3.051435335,1.822111515,0.682982077,13.45459248,0.248349701,0.810893441,2.979058627,0.93642824,0.586173884,0.349526596,0.185507365,0.930068763,0.988180471,1.564258629,0.375581575,1.445305491,1.43193318,5.254694017,0.5986751,4.986261545,0.022014009,0.348591051,1.300882117,3.046370602,19.97515099,3.021299884,5.788658692,3.631233049,0.636196663,1.136094625,33.45739326
"58","SA",20,"C","D",2,"C_D",0.371301591,2.88421953,1.611825381,0.715396468,10.94586844,0.139526856,0.864810575,2.916910573,0.548331169,0.425746867,0.456307637,0.286413641,0.886364141,0.956227321,1.582900655,0.662917705,1.223470127,1.48846332,5.0469014,0.613649219,3.269721487,0.009296702,0.424627384,1.256519962,2.965883592,18.63876516,2.222824091,3.927986941,2.19830582,0.710240117,0.578650465,34.20640366
"59","SA",20,"C","D",3,"C_D",0.638694426,2.845430066,1.155484043,0.675235937,9.270470994,0.348336861,0.691553415,3.328151303,0.754121301,0.79275331,0.862268122,0.277450555,0.892548748,0.993396122,1.9308175,0.599201208,1.364345846,1.351678572,4.277630916,0.809342432,4.33682695,0.112411936,0.744281316,1.14589526,2.900558814,20.80460812,2.44309251,2.823245182,1.641014302,0.736854314,0.652094398,37.24730745
"60","SA",20,"C","D",4,"C_D",0.975343275,3.050709748,1.418530141,0.625313523,11.12642377,0.466035661,0.685640584,2.934721833,0.795140813,0.450007427,0.363326128,0.245197957,0.814109362,1.008522229,1.60881307,0.572096943,0.991414909,1.210431573,4.064738408,0.498148231,2.608318565,0.149637244,0.551830636,0.900563365,5.920536572,14.80126803,3.06863036,3.688681637,1.831206678,0.662690431,1.37357121,34.76115049
"61","SA",20,"C","D",5,"C_D",0.2354794,2.806730855,1.120539444,0.511989382,7.872359549,0.216373365,0.611265383,2.242706177,0.671303899,0.330260595,0.330002211,0.220297308,0.708713421,0.922748502,1.073525189,0.536430079,0.877749465,1.093994936,3.451008868,0.503786363,3.156084623,0.085581433,0.456331128,0.773726165,3.107797026,15.80230227,2.596616527,3.228210871,1.371650099,0.553302143,0.55254706,30.54380526
"62","SA",20,"C","D",6,"C_D",0.286927763,2.470325804,1.578307385,0.792228278,14.73821624,0.2837244888,0.753437802,2.928436569,1.251609489,0.411663206,0.374281324,0.246365156,1.039543323,1.143750557,2.018617425,0.397198475,1.617895218,2.298287486,7.786973801,0.500126382,2.969633994,0.115199471,0.415674732,1.176027291,5.058721125,26.91845128,3.883280378,8.681106338,2.654821892,1.126120747,1.120172866,51.48188186
"63","SA",20,"C","D",7,"C_D",0.268574846,2.457396473,1.139063553,0.554573248,14.9179665,0.2837244888,0.57052169,2.560556965,0.727399466,0.269939367,0.286402572,0.322147587,0.931414553,0.869143457,1.357692754,0.349121339,1.435160317,1.867389161,6.759688178,0.299110992,1.855481496,0.0823567991666667,0.202624706,1.263832595,1.460540087,22.28849896,2.883850605,7.576963272,2.482146587,0.842359519,0.30142789,48.19591399
"64","SA",20,"C","D",8,"C_D",0.121455701,2.887599029,1.294348115,0.460508927,16.16752009,0.2837244888,0.74280593,2.97141643,1.172628574,0.383689222,0.399583627,0.15439236,1.002083651,1.05331534,1.812617734,0.375477142,0.943603002,1.674738938,6.255423279,0.435984931,3.444175171,0.0823567991666667,0.219779732,1.057033396,1.606824214,77.15192384,2.935124598,13.55908354,3.444587667,0.569481782,0.311205786,52.30596178
